group,key,english,hindi,santali_current,santali_corrected,reviewer_note,edit_in_file
2 · Worker-facing flows,rf_reminders_blocked,Notifications are blocked in your browser settings.,ब्राउज़र सेटिंग्स में सूचनाएं अवरुद्ध हैं।,ᱟᱢᱟᱜ ᱵᱨᱟᱣᱡᱚᱨ ᱥᱮᱴᱤᱝᱥ ᱨᱮ ᱠᱷᱚᱵᱚᱨ ᱵᱚᱸᱫᱚ ᱟᱠᱟᱱᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,rf_reminders_on,Reminders on,रिमाइंडर चालू,ᱩᱭᱦᱟᱹᱨ ᱦᱚᱪᱚ ᱡᱷᱤᱡ,,,i18nSantali.js
2 · Worker-facing flows,rf_reminders_unsupported,This browser cannot show reminders.,यह ब्राउज़र रिमाइंडर नहीं दिखा सकता।,ᱱᱚᱶᱟ ᱵᱨᱟᱣᱡᱚᱨ ᱩᱭᱦᱟᱹᱨ ᱦᱚᱪᱚ ᱵᱟᱝ ᱩᱫᱩᱜ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,rf_start,Start 90-second check,90 सेकंड की जांच शुरू करें,90 ᱥᱮᱠᱮᱸᱰ ᱠᱩᱲᱟᱹᱭ ᱮᱦᱚᱵ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_title,Keep it fresh,याद बनाए रखें,ᱩᱭᱦᱟᱹᱨ ᱫᱚᱦᱚᱭ ᱢᱮ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_web_limit,Reminders appear when you open the app. A phone cannot be woken on a schedule from a web page — the installed Android build can.,रिमाइंडर ऐप खोलने पर दिखते हैं। वेब पेज से फ़ोन को समय पर जगाया नहीं जा सकता — इंस्टॉल किया Android बिल्ड कर सकता है।,ᱩᱭᱦᱟᱹᱨ ᱦᱚᱪᱚ ᱫᱚ ᱮᱯ ᱡᱷᱤᱡ ᱚᱠᱛᱚ ᱩᱫᱩᱜᱚᱜᱼᱟ ᱾ ᱣᱮᱵ ᱥᱟᱦᱴᱟ ᱠᱷᱚᱱ ᱯᱷᱚᱱ ᱚᱠᱛᱚ ᱨᱮ ᱵᱟᱝ ᱩᱠᱩᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ — ᱮᱥᱮᱫ ᱠᱟᱱ Android ᱵᱤᱞᱰ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,set_endpoint_label,Upload endpoint URL,अपलोड एंडपॉइंट URL,ᱟᱯᱞᱳᱰ ᱮᱱᱰᱯᱚᱭᱱᱴ URL,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,set_eyebrow,Settings,सेटिंग्स,ᱥᱮᱴᱤᱝᱥ,,,i18nSantali.js
2 · Worker-facing flows,set_getting_key,Getting a free key:,मुफ्त कुंजी प्राप्त करना:,ᱢᱩᱯᱷᱚᱛ ᱠᱩᱸᱡᱤ ᱧᱟᱢ ᱦᱚᱨ:,,,i18nSantali.js
2 · Worker-facing flows,set_key_hint1,Stored only in your browser's local storage. Never sent anywhere except directly to,केवल आपके ब्राउज़र के लोकल स्टोरेज में सहेजा गया। सीधे इसके अलावा कहीं नहीं भेजा जाता,ᱟᱢᱟᱜ ᱵᱨᱟᱣᱡᱚᱨ ᱨᱮᱭᱟᱜ ᱞᱚᱠᱟᱞ ᱥᱴᱳᱨᱮᱡ ᱨᱮ ᱜᱮ ᱥᱟᱸᱪᱟᱣ ᱟᱠᱟᱱᱟ ᱾ ᱱᱚᱶᱟ ᱵᱟᱹᱭᱨᱮ ᱛᱤᱱᱟᱹᱜ ᱦᱚᱸ ᱵᱟᱝ ᱠᱩᱞᱚᱜᱼᱟ,,,i18nSantali.js
2 · Worker-facing flows,set_key_label,API Key,एपीआई कुंजी,API ᱠᱩᱸᱡᱤ,,,i18nSantali.js
2 · Worker-facing flows,set_key_placeholder,Paste your API key,अपनी एपीआई कुंजी पेस्ट करें,ᱟᱢᱟᱜ API ᱠᱩᱸᱡᱤ ᱮᱢ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,set_language_label,App Language,ऐप की भाषा,ᱮᱯ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱨᱥᱤ,,,i18nSantali.js
2 · Worker-facing flows,set_provider_hint,Gemini has the most generous free tier — recommended for a hackathon demo.,Gemini का मुफ्त टियर सबसे उदार है — हैकाथॉन डेमो के लिए अनुशंसित।,Gemini ᱨᱮᱭᱟᱜ ᱢᱩᱯᱷᱚᱛ ᱴᱤᱭᱟᱨ ᱡᱟᱥᱛᱤ ᱡᱟᱹᱥᱛᱤ — ᱦᱮᱠᱟᱛᱚᱱ ᱰᱮᱢᱳ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱥ ᱾,,,i18nSantali.js
2 · Worker-facing flows,set_provider_label,Provider,प्रदाता,ᱮᱢᱚᱜᱤᱡ,,,i18nSantali.js
2 · Worker-facing flows,set_save,Save Settings,सेटिंग्स सहेजें,ᱥᱮᱴᱤᱝᱥ ᱥᱟᱸᱪᱟᱣ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,set_saved,Saved ✓,सहेजा गया ✓,ᱥᱟᱸᱪᱟᱣ ᱮᱱᱟ ✓,,,i18nSantali.js
2 · Worker-facing flows,set_title,AI Provider,एआई प्रदाता,AI ᱮᱢᱚᱜᱤᱡ,,,i18nSantali.js
2 · Worker-facing flows,site_aim_and_tap,"Aim at the object, then tap what it is","वस्तु की ओर करें, फिर बताएं वह क्या है","ᱡᱤᱱᱤᱥ ᱛᱮ ᱩᱫᱩᱜ ᱢᱮ, ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱚᱱᱟ ᱪᱮᱫ ᱠᱟᱱᱟ ᱛᱚᱯᱟᱣ ᱢᱮ",,,i18nSantali.js
2 · Worker-facing flows,site_anchors_count,markers,मार्कर,ᱢᱟᱨᱠᱚᱨ,,,i18nSantali.js
2 · Worker-facing flows,site_delete_anchor,Delete marker,मार्कर हटाएं,ᱢᱟᱨᱠᱚᱨ ᱚᱜᱟᱲ ᱢᱮ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,site_delete_zone,Delete zone,ज़ोन हटाएं,ᱡᱚᱱ ᱜᱷᱟᱹᱴᱟᱣ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,site_desc,"Walk the area once and mark where the exits, extinguishers and hazards really are. Every worker who opens a drill in this zone then sees them in the right direction.","क्षेत्र में एक बार घूमें और चिह्नित करें कि निकास, अग्निशामक और खतरे वास्तव में कहाँ हैं। इस ज़ोन में ड्रिल खोलने वाला हर श्रमिक उन्हें सही दिशा में देखेगा।","ᱢᱤᱫ ᱫᱷᱟᱣ ᱡᱟᱭᱜᱟ ᱨᱮ ᱜᱩᱨᱮᱭ ᱠᱟᱛᱮ ᱪᱤᱱᱦᱟᱹ ᱢᱮ ᱡᱮ ᱚᱰᱚᱠ, ᱥᱮᱸᱜᱮᱞ ᱦᱩᱭᱩᱠ ᱟᱨ ᱡᱚᱠᱷᱚᱢ ᱚᱠᱟ ᱨᱮ ᱥᱟᱹᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾ ᱱᱚᱶᱟ ᱡᱚᱱ ᱨᱮ ᱛᱟᱞᱤᱢ ᱡᱷᱤᱡ ᱠᱟᱱ ᱡᱚᱛᱚ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱚᱱᱟ ᱠᱚ ᱥᱟᱹᱨᱤ ᱦᱚᱨ ᱨᱮ ᱧᱮᱞᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,site_export_scan,Share this scan,यह स्कैन साझा करें,ᱱᱚᱶᱟ ᱥᱠᱮᱱ ᱦᱟᱹᱴᱤᱧ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,site_eyebrow,Supervisor,सुपरवाइज़र,ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ,,,i18nSantali.js
2 · Worker-facing flows,site_heading_now,Facing,दिशा,ᱦᱚᱨ,,,i18nSantali.js
2 · Worker-facing flows,site_import_done,Scan loaded,स्कैन लोड हो गया,ᱥᱠᱮᱱ ᱞᱟᱫᱮᱫ ᱮᱱᱟ,,,i18nSantali.js
2 · Worker-facing flows,site_import_scan,Load a scan,स्कैन लोड करें,ᱥᱠᱮᱱ ᱞᱟᱫᱮᱫ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,site_marked,Marked,चिह्नित,ᱪᱤᱱᱦᱟᱹ,,,i18nSantali.js
2 · Worker-facing flows,site_marker_label,Marker name,मार्कर का नाम,ᱢᱟᱨᱠᱚᱨ ᱧᱩᱛᱩᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,site_name_label,Site name,साइट का नाम,ᱴᱷᱟᱶ ᱧᱩᱛᱩᱢ,,,i18nSantali.js
2 · Worker-facing flows,site_new_zone,New zone,नया ज़ोन,ᱱᱟᱶᱟ ᱡᱚᱱ,,,i18nSantali.js
2 · Worker-facing flows,site_no_zones,No zones yet. Create one to start marking anchors.,अभी कोई ज़ोन नहीं। एंकर चिह्नित करने के लिए एक बनाएं।,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱡᱟᱦᱟᱸ ᱡᱚᱱ ᱵᱟᱝ ᱾ ᱮᱸᱠᱚᱨ ᱪᱤᱱᱦᱟᱹ ᱮᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱛᱮᱭᱟᱨ ᱢᱮ ᱾,,,i18nSantali.js
2 · Worker-facing flows,site_scan_note,"Markers are anchored to compass direction, not depth. Steel structures can distort the compass — re-centre if markers look wrong.","मार्कर कंपास दिशा से जुड़े हैं, गहराई से नहीं। स्टील ढांचे कंपास बिगाड़ सकते हैं — गलत लगे तो री-सेंटर करें।","ᱢᱟᱨᱠᱚᱨ ᱠᱚ ᱠᱚᱢᱯᱟᱥ ᱦᱚᱨ ᱥᱟᱶ ᱡᱚᱲᱟᱣ ᱟᱠᱟᱱᱟ, ᱞᱟᱛᱟᱨ ᱥᱟᱶ ᱵᱟᱝ ᱾ ᱞᱚᱦᱟ ᱡᱤᱱᱤᱥ ᱠᱚᱢᱯᱟᱥ ᱵᱚᱫᱚᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ — ᱵᱷᱩᱞ ᱧᱮᱞᱚᱜ ᱠᱷᱟᱱ ᱫᱚᱦᱲᱟ ᱛᱷᱤᱠ ᱢᱮ ᱾",,,i18nSantali.js
2 · Worker-facing flows,site_start_marking,Mark anchors,एंकर चिह्नित करें,ᱮᱸᱠᱚᱨ ᱪᱤᱱᱦᱟᱹ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,site_title,Scan your site,अपनी साइट स्कैन करें,ᱟᱢᱟᱜ ᱴᱷᱟᱶ ᱥᱠᱮᱱ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,site_zone_deleted,Zone deleted,ज़ोन हटाया गया,ᱡᱚᱱ ᱜᱷᱟᱹᱴᱟᱣ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,site_zone_name_prompt,Name this zone (e.g. Shaft Corridor B),इस ज़ोन का नाम (जैसे शाफ्ट कॉरिडोर B),ᱱᱚᱶᱟ ᱡᱚᱱ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ (ᱡᱮᱞᱮᱠᱟ ᱥᱟᱯᱷᱴ ᱠᱚᱨᱤᱰᱚᱨ B),,,i18nSantali.js
2 · Worker-facing flows,site_zone_renamed,Zone renamed,ज़ोन का नाम बदला,ᱡᱚᱱ ᱧᱩᱛᱩᱢ ᱵᱚᱫᱚᱞ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,site_zones,Zones,ज़ोन,ᱡᱚᱱ ᱠᱚ,,,i18nSantali.js
2 · Worker-facing flows,st_ar_hint,Overlays hazards on your real surroundings instead of a 3D model.,3D मॉडल के बजाय आपके असली परिवेश पर खतरे दिखाता है।,3D ᱢᱳᱰᱮᱞ ᱡᱟᱭᱜᱟ ᱨᱮ ᱟᱢᱟᱜ ᱥᱟᱹᱨᱤ ᱟᱲᱟᱝ ᱨᱮ ᱡᱚᱠᱷᱚᱢ ᱩᱫᱩᱜᱮᱫᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,st_ar_mode,Use the camera for drills,ड्रिल के लिए कैमरा इस्तेमाल करें,ᱛᱟᱞᱤᱢ ᱞᱟᱹᱜᱤᱫ ᱠᱮᱢᱨᱟ ᱵᱮᱵᱷᱟᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_ENDPOINT_INVALID,That is not a valid URL.,यह मान्य URL नहीं है।,ᱱᱚᱶᱟ ᱴᱷᱤᱠ URL ᱵᱟᱝ ᱠᱟᱱᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,st_ENDPOINT_NOT_HTTPS,The upload URL must use https.,अपलोड URL https होना चाहिए।,ᱟᱯᱞᱳᱰ URL https ᱛᱟᱦᱮᱸᱱ ᱞᱟᱹᱠᱛᱤ ᱾,,,i18nSantali.js
2 · Worker-facing flows,st_gesture_hint,"Uses the front camera to track your hand, so you can select without touching the screen. Needs a one-time download.","सामने के कैमरे से हाथ ट्रैक करता है, जिससे स्क्रीन छुए बिना चुन सकते हैं। एक बार डाउनलोड चाहिए।","ᱢᱟᱲᱟᱝ ᱠᱮᱢᱨᱟ ᱛᱮ ᱟᱢᱟᱜ ᱛᱤ ᱧᱮᱞᱮᱫᱟ, ᱚᱱᱟᱛᱮ ᱥᱠᱨᱤᱱ ᱵᱟᱝ ᱡᱩᱢᱤᱫ ᱠᱟᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱾ ᱢᱤᱫ ᱫᱷᱟᱣ ᱰᱟᱣᱱᱞᱳᱰ ᱞᱟᱹᱠᱛᱤ ᱾",,,i18nSantali.js
2 · Worker-facing flows,st_gesture_mode,Point with your hand,हाथ से इशारा करें,ᱛᱤ ᱛᱮ ᱩᱫᱩᱜ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_modes_title,How you want to use it,आप कैसे इस्तेमाल करना चाहते हैं,ᱟᱢ ᱪᱮᱫ ᱞᱮᱠᱟ ᱵᱮᱵᱷᱟᱨ ᱥᱟᱱᱟᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_off,Off,बंद,ᱵᱚᱸᱫᱚ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_on,On,चालू,ᱡᱷᱤᱡ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_pictogram_hint,Shows standard safety signs with spoken instructions instead of text.,पाठ के बजाय मानक सुरक्षा चिह्न और बोले गए निर्देश दिखाता है।,ᱚᱞ ᱡᱟᱭᱜᱟ ᱨᱮ ᱨᱠᱷᱟ ᱪᱤᱱᱦᱟᱹ ᱟᱨ ᱨᱚᱲ ᱛᱮ ᱦᱩᱠᱩᱢ ᱩᱫᱩᱜᱮᱫᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,st_pictogram_mode,Picture mode (no reading),चित्र मोड (पढ़ने की ज़रूरत नहीं),ᱪᱤᱛᱟᱹᱨ ᱢᱳᱰ (ᱯᱟᱲᱦᱟᱣ ᱵᱟᱝ ᱞᱟᱹᱠᱛᱤ),,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_reset_confirm,Type ERASE to confirm,पुष्टि के लिए ERASE लिखें,ᱥᱟᱹᱨᱤ ᱞᱟᱹᱜᱤᱫ ERASE ᱚᱞ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,st_reset_device,Erase everything on this device,इस डिवाइस से सब मिटाएं,ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱠᱷᱚᱱ ᱡᱚᱛᱚ ᱜᱷᱟᱹᱴᱟᱣ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,st_reset_warning,"This deletes every worker record, certificate and hazard report stored here, including the signing key. Export a bundle first.","यह यहाँ सहेजे सभी श्रमिक रिकॉर्ड, प्रमाणपत्र और खतरा रिपोर्ट मिटा देगा, हस्ताक्षर कुंजी सहित। पहले बंडल निर्यात करें।","ᱱᱚᱶᱟ ᱱᱚᱰᱮ ᱥᱟᱸᱪᱟᱣ ᱠᱟᱱ ᱡᱚᱛᱚ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱨᱮᱠᱚᱰ, ᱯᱚᱨᱢᱟᱱ ᱟᱨ ᱡᱚᱠᱷᱚᱢ ᱠᱷᱚᱵᱚᱨ ᱜᱷᱟᱹᱴᱟᱣᱮᱫᱟ, ᱥᱩᱦᱤ ᱠᱩᱸᱡᱤ ᱦᱚᱸ ᱾ ᱢᱟᱲᱟᱝ ᱵᱟᱱᱰᱚᱞ ᱵᱟᱦᱨᱮ ᱠᱩᱞ ᱢᱮ ᱾",,,i18nSantali.js
2 · Worker-facing flows,st_sync_hint,"Leave this blank and nothing ever leaves the device. If your organisation runs a collection endpoint, paste its https URL here.","खाली छोड़ें तो डिवाइस से कुछ बाहर नहीं जाता। यदि आपके संगठन का संग्रह एंडपॉइंट है, उसका https URL यहाँ डालें।","ᱱᱚᱶᱟ ᱠᱷᱟᱞᱤ ᱵᱟᱰᱟᱭ ᱢᱮ ᱟᱨ ᱡᱤᱱᱤᱥ ᱠᱷᱚᱱ ᱛᱤᱱᱟᱹᱜ ᱦᱚᱸ ᱵᱟᱦᱨᱮ ᱵᱟᱝ ᱪᱟᱞᱟᱜᱼᱟ ᱾ ᱟᱢᱟᱜ ᱥᱚᱝᱜᱚᱛᱚᱱ ᱨᱮ ᱡᱟᱨᱣᱟ ᱮᱱᱰᱯᱚᱭᱱᱴ ᱢᱮᱱᱟᱜ ᱠᱷᱟᱱ, ᱟᱭᱟᱜ https URL ᱱᱚᱰᱮ ᱮᱢ ᱢᱮ ᱾",,,i18nSantali.js
2 · Worker-facing flows,st_sync_title,Central upload (optional),केंद्रीय अपलोड (वैकल्पिक),ᱡᱟᱨᱣᱟ ᱟᱯᱞᱳᱰ (ᱢᱚᱬᱮ ᱛᱮ),,,i18nSantali.js
2 · Worker-facing flows,st_voice_check,Voice availability on this device,इस डिवाइस पर आवाज़ उपलब्धता,ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱨᱮ ᱨᱚᱲ ᱢᱮᱱᱟᱜ ᱵᱟᱝ,,,i18nSantali.js
2 · Worker-facing flows,st_voice_hint,"Say ""one"" or ""two"" instead of tapping. Works with gloves on.","टैप के बजाय ""एक"" या ""दो"" बोलें। दस्ताने पहने भी काम करता है।","ᱛᱚᱯᱟᱣ ᱡᱟᱭᱜᱟ ᱨᱮ ""ᱢᱤᱫ"" ᱥᱮ ""ᱵᱟᱨ"" ᱨᱚᱲ ᱢᱮ ᱾ ᱛᱤᱥᱟᱠᱟᱢ ᱦᱚᱸ ᱠᱟᱹᱢᱤᱭᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,st_voice_missing,no voice installed,कोई आवाज़ इंस्टॉल नहीं,ᱡᱟᱦᱟᱸ ᱨᱚᱲ ᱵᱟᱝ ᱮᱥᱮᱫ,,,i18nSantali.js
2 · Worker-facing flows,st_voice_mode,Answer by voice,आवाज़ से उत्तर दें,ᱨᱚᱲ ᱛᱮ ᱛᱮᱞᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,st_voice_substitute,read with a Hindi voice,हिंदी आवाज़ से पढ़ा जाता है,ᱦᱤᱱᱫᱤ ᱨᱚᱲ ᱛᱮ ᱯᱟᱲᱦᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,cert_chain_position,Ledger position,लेजर स्थिति,ᱞᱮᱡᱚᱨ ᱡᱟᱭᱜᱟ,,,i18nSantali.js
3 · Certification and records,cert_decay_note,"This is your score as it stands today, not on the day you passed. It falls if you skip refreshers.","यह आज का स्कोर है, पास होने के दिन का नहीं। रिफ्रेशर छोड़ने पर यह गिरता है।","ᱱᱚᱶᱟ ᱛᱮᱦᱮᱸᱟᱜ ᱱᱚᱢᱵᱚᱨ ᱠᱟᱱᱟ, ᱯᱟᱥ ᱦᱩᱭ ᱢᱟᱦᱟᱸ ᱨᱮᱭᱟᱜ ᱵᱟᱝ ᱾ ᱫᱚᱦᱲᱟ ᱛᱟᱞᱤᱢ ᱵᱟᱹᱰᱨᱟᱹ ᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱠᱚᱢ ᱦᱩᱭᱩᱜᱼᱟ ᱾",,,i18nSantali.js
3 · Certification and records,cert_desc,Pass all 5 safety domains to unlock a verifiable QR certificate.,सत्यापन योग्य क्यूआर प्रमाणपत्र अनलॉक करने के लिए सभी 5 सुरक्षा डोमेन पास करें।,ᱡᱟᱹᱨᱩᱭ ᱦᱩᱭᱩᱜ ᱠᱟᱱ QR ᱯᱚᱨᱢᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱡᱚᱛᱚ 5 ᱨᱠᱷᱟ ᱮᱞᱟᱠᱟ ᱯᱟᱥ ᱢᱮ ᱾,,,i18nSantali.js
3 · Certification and records,cert_domains_passed,Domains Passed,पास किए गए डोमेन,ᱯᱟᱥ ᱮᱞᱟᱠᱟ,,,i18nSantali.js
3 · Certification and records,cert_eligible_title,You're eligible! Generate your certificate,आप पात्र हैं! अपना प्रमाणपत्र बनाएं,ᱟᱢ ᱞᱟᱭᱠᱚ ᱠᱟᱱᱟᱢ! ᱟᱢᱟᱜ ᱯᱚᱨᱢᱟᱱ ᱛᱮᱭᱟᱨ ᱢᱮ,,,i18nSantali.js
3 · Certification and records,cert_existing_note,You already hold a certificate. Issuing again records a fresh readiness snapshot.,आपके पास प्रमाणपत्र है। दोबारा जारी करने पर नई तैयारी दर्ज होगी।,ᱟᱢᱟᱜ ᱯᱚᱨᱢᱟᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱾ ᱫᱚᱦᱲᱟ ᱮᱢ ᱠᱷᱟᱱ ᱱᱟᱶᱟ ᱛᱮᱭᱟᱨᱤ ᱨᱮᱠᱚᱰ ᱦᱩᱭᱩᱜᱼᱟ ᱾,,,i18nSantali.js
3 · Certification and records,cert_eyebrow,Certification,प्रमाणन,ᱥᱚᱨᱴᱤᱯᱤᱠᱮᱴ,,,i18nSantali.js
3 · Certification and records,cert_issue_again,Issue an updated certificate,अद्यतन प्रमाणपत्र जारी करें,ᱱᱟᱶᱟ ᱯᱚᱨᱢᱟᱱ ᱮᱢ ᱢᱮ,,,i18nSantali.js
3 · Certification and records,cert_issue_btn,Generate Certificate,प्रमाणपत्र बनाएं,ᱯᱚᱨᱢᱟᱱ ᱛᱮᱭᱟᱨ ᱢᱮ,,,i18nSantali.js
3 · Certification and records,cert_issued_label,Certificate Issued,प्रमाणपत्र जारी किया गया,ᱯᱚᱨᱢᱟᱱ ᱮᱢ ᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,cert_not_attempted,Not attempted,प्रयास नहीं किया गया,ᱵᱟᱝ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱞᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,cert_not_eligible,Complete and pass every domain to unlock your certificate. Head to the,अपना प्रमाणपत्र अनलॉक करने के लिए हर डोमेन पूरा करें और पास करें। यहां जाएं:,ᱟᱢᱟᱜ ᱯᱚᱨᱢᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱡᱚᱛᱚ ᱮᱞᱟᱠᱟ ᱯᱩᱨᱟᱹᱣ ᱟᱨ ᱯᱟᱥ ᱢᱮ ᱾ ᱱᱚᱰᱮ ᱪᱟᱞᱟᱜ ᱢᱮ:,,,i18nSantali.js
3 · Certification and records,cert_offline_note,"The QR carries the whole signed record, so an inspector can verify it with no network and no copy of the ledger.","QR में पूरा हस्ताक्षरित रिकॉर्ड है, इसलिए निरीक्षक बिना नेटवर्क और बिना लेजर की कॉपी के इसे सत्यापित कर सकता है।","QR ᱨᱮ ᱡᱚᱛᱚ ᱨᱮᱠᱚᱰ ᱢᱮᱱᱟᱜᱼᱟ, ᱚᱱᱟᱛᱮ ᱱᱮᱴᱣᱟᱨᱠ ᱵᱟᱝ ᱛᱟᱦᱮᱸᱠᱷᱟᱱ ᱦᱚᱸ ᱡᱟᱹᱨᱩᱭ ᱦᱩᱭᱩᱜᱼᱟ ᱾",,,i18n.js / i18nJaagruk.js
3 · Certification and records,cert_pass_threshold,Pass threshold:,उत्तीर्ण सीमा:,ᱯᱟᱥ ᱥᱤᱢᱟ:,,,i18nSantali.js
3 · Certification and records,cert_prev_hash,Links to,जुड़ा है,ᱡᱚᱲᱟᱣ ᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,cert_print,Print / Save PDF,प्रिंट / पीडीएफ सहेजें,ᱯᱨᱤᱱᱴ / PDF ᱥᱟᱸᱪᱟᱣ,,,i18nSantali.js
3 · Certification and records,cert_readiness_now,Readiness today,आज की तैयारी,ᱛᱮᱦᱮᱸᱟᱜ ᱛᱮᱭᱟᱨᱤ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,cert_record_hash,Record hash,रिकॉर्ड हैश,ᱨᱮᱠᱚᱰ ᱦᱮᱥ,,,i18nSantali.js
3 · Certification and records,cert_retry_needed,Retry needed,दोबारा प्रयास आवश्यक,ᱫᱚᱦᱲᱟ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱞᱟᱹᱠᱛᱤ,,,i18nSantali.js
3 · Certification and records,cert_sign_in_first,Sign in to claim a certificate,प्रमाणपत्र के लिए साइन इन करें,ᱯᱚᱨᱢᱟᱱ ᱦᱟᱛᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱵᱚᱞᱚᱭ ᱢᱮ,,,i18nSantali.js
3 · Certification and records,cert_sign_in_why,"A certificate names a specific worker, so it needs a signed-in record rather than an anonymous session.","प्रमाणपत्र में विशिष्ट श्रमिक का नाम होता है, इसलिए इसे साइन-इन रिकॉर्ड चाहिए, गुमनाम सत्र नहीं।","ᱯᱚᱨᱢᱟᱱ ᱨᱮ ᱢᱤᱫ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱛᱟᱦᱮᱸᱱᱟ, ᱚᱱᱟᱛᱮ ᱵᱚᱞᱚ ᱨᱮᱠᱚᱰ ᱞᱟᱹᱠᱛᱤ, ᱧᱩᱛᱩᱢ ᱵᱟᱝ ᱠᱟᱱ ᱥᱮᱥᱚᱱ ᱵᱟᱝ ᱾",,,i18nSantali.js
3 · Certification and records,cert_title,Your Safety Certificate,आपका सुरक्षा प्रमाणपत्र,ᱟᱢᱟᱜ ᱨᱠᱷᱟ ᱯᱚᱨᱢᱟᱱ,,,i18nSantali.js
3 · Certification and records,cert_view_verification,View Verification Page,सत्यापन पृष्ठ देखें,ᱡᱟᱹᱨᱩᱭ ᱥᱟᱦᱴᱟ ᱧᱮᱞ ᱢᱮ,,,i18nSantali.js
